Generation,pm,pm0,deviation,best_fitness
0,0.2,0.2,0.0,0
1,0.199,0.2,0.612903225806,20
2,0.198,0.2,0.323918799647,30
3,0.197,0.2,0.212894988829,38
4,0.196,0.2,0.215644820296,46
5,0.195,0.2,0.247113163972,54
6,0.196,0.2,0.193717277487,57
7,0.195,0.2,0.214019972587,62
8,0.194,0.2,0.216089803555,65
9,0.195,0.2,0.168644372528,65
10,0.196,0.2,0.133786848073,65
11,0.197,0.2,0.120733571065,66
12,0.198,0.2,0.132201132201,68
13,0.199,0.2,0.123781193191,68
14,0.2,0.2,0.104613385315,68
15,0.201,0.2,0.112364984685,69
16,0.202,0.2,0.160019068807,73
17,0.203,0.2,0.158914113351,73
18,0.204,0.2,0.15817864509,73
19,0.205,0.2,0.158914113351,73
20,0.206,0.2,0.153238546603,73
21,0.207,0.2,0.144379996865,73
22,0.208,0.2,0.145457398399,73
23,0.209,0.2,0.143662854457,73
24,0.21,0.2,0.145277690618,73
25,0.211,0.2,0.154446177847,74
26,0.212,0.2,0.159692838113,74
27,0.213,0.2,0.156430692296,74
28,0.214,0.2,0.152468462856,74
29,0.215,0.2,0.143740340031,74
30,0.216,0.2,0.180857675575,76
31,0.217,0.2,0.1784772833,76
32,0.218,0.2,0.174289245983,76
33,0.219,0.2,0.180124223602,76
34,0.22,0.2,0.176652732621,76
35,0.221,0.2,0.183431952663,76
36,0.222,0.2,0.199563794984,77
37,0.223,0.2,0.199750701153,77
38,0.222,0.2,0.201435481354,77
39,0.221,0.2,0.212216624685,77
40,0.22,0.2,0.20803263257,77
41,0.219,0.2,0.206329312236,77
42,0.22,0.2,0.19807063949,77
43,0.219,0.2,0.202373516552,77
44,0.218,0.2,0.216814159292,77
45,0.217,0.2,0.22028526149,77
46,0.216,0.2,0.209360766452,77
47,0.215,0.2,0.200498908637,77
48,0.214,0.2,0.200686106346,77
49,0.213,0.2,0.20387742339,77
50,0.212,0.2,0.208411801632,77
51,0.211,0.2,0.202561299391,77
52,0.212,0.2,0.194539249147,77
53,0.211,0.2,0.205385097057,77
54,0.21,0.2,0.209930861094,77
55,0.209,0.2,0.209740769835,77
56,0.208,0.2,0.203501094092,77
57,0.207,0.2,0.200686106346,77
58,0.208,0.2,0.196581196581,77
59,0.209,0.2,0.199937665576,77
60,0.21,0.2,0.188821985487,77
61,0.211,0.2,0.180800490722,77
62,0.212,0.2,0.182795698925,77
63,0.213,0.2,0.19503600429,78
64,0.214,0.2,0.199815413013,78
65,0.215,0.2,0.19944640935,78
66,0.214,0.2,0.214007782101,78
67,0.213,0.2,0.206869874671,78
68,0.212,0.2,0.204819277108,78
69,0.211,0.2,0.206869874671,78
70,0.21,0.2,0.208740120874,78
71,0.209,0.2,0.217038539554,78
72,0.208,0.2,0.21287513606,78
73,0.207,0.2,0.201293700909,78
74,0.208,0.2,0.197053406998,78
75,0.209,0.2,0.193207893529,78
76,0.21,0.2,0.195402298851,78
77,0.209,0.2,0.209302325581,78
78,0.208,0.2,0.217608492039,78
79,0.207,0.2,0.21155638397,78
80,0.206,0.2,0.211744601522,78
81,0.205,0.2,0.200738916256,78
82,0.204,0.2,0.205191594561,78
83,0.203,0.2,0.204633204633,78
84,0.204,0.2,0.197053406998,78
85,0.205,0.2,0.19926199262,78
86,0.206,0.2,0.198156682028,78
87,0.205,0.2,0.202034211743,78
88,0.206,0.2,0.19852489244,78
89,0.207,0.2,0.196869725334,78
90,0.208,0.2,0.19466993414,78
91,0.207,0.2,0.200369344414,78
92,0.206,0.2,0.200184643791,78
93,0.205,0.2,0.201663842243,78
94,0.204,0.2,0.202404809619,78
95,0.203,0.2,0.200369344414,78
96,0.202,0.2,0.200923787529,78
97,0.201,0.2,0.202961135102,78
98,0.202,0.2,0.198156682028,78
99,0.201,0.2,0.201293700909,78
100,0.202,0.2,0.196502531063,78
101,0.203,0.2,0.188299817185,78
102,0.204,0.2,0.186131386861,78
103,0.205,0.2,0.190294521593,78
104,0.206,0.2,0.185410334347,78
105,0.207,0.2,0.190657914822,78
106,0.208,0.2,0.195402298851,78
107,0.209,0.2,0.189024390244,78
108,0.21,0.2,0.192113709308,78
109,0.211,0.2,0.190839694656,78
110,0.212,0.2,0.194486983155,78
111,0.211,0.2,0.202219482121,78
112,0.21,0.2,0.207243460765,78
113,0.211,0.2,0.194486983155,78
114,0.212,0.2,0.19944640935,78
115,0.213,0.2,0.19466993414,78
116,0.214,0.2,0.19247821434,78
117,0.213,0.2,0.200738916256,78
118,0.214,0.2,0.198709082527,78
119,0.213,0.2,0.211744601522,78
120,0.212,0.2,0.216658867571,78
121,0.211,0.2,0.216658867571,78
122,0.21,0.2,0.222762188431,78
123,0.209,0.2,0.21533187909,78
124,0.208,0.2,0.222378937471,78
125,0.207,0.2,0.213252449837,78
126,0.206,0.2,0.214385801028,78
127,0.205,0.2,0.213441194773,78
128,0.204,0.2,0.217988757027,78
129,0.203,0.2,0.295053830551,83
130,0.202,0.2,0.288019863439,83
131,0.201,0.2,0.280666563802,83
132,0.2,0.2,0.273983115886,83
133,0.199,0.2,0.275157474266,83
134,0.198,0.2,0.280666563802,83
135,0.197,0.2,0.273592143624,83
136,0.196,0.2,0.269889840881,83
137,0.195,0.2,0.262741518333,83
138,0.194,0.2,0.27164087636,83
139,0.193,0.2,0.266982140131,83
140,0.192,0.2,0.264280274181,83
141,0.191,0.2,0.264665549291,83
142,0.19,0.2,0.268725160501,83
143,0.189,0.2,0.273201411259,83
144,0.188,0.2,0.278102864182,83
145,0.187,0.2,0.27457002457,83
146,0.186,0.2,0.277119556855,83
147,0.185,0.2,0.268531254776,83
148,0.184,0.2,0.261973544169,83
149,0.183,0.2,0.251319161767,83
150,0.182,0.2,0.241585639491,83
151,0.181,0.2,0.238251529166,83
152,0.18,0.2,0.235119047619,83
153,0.179,0.2,0.235302872451,83
154,0.178,0.2,0.277101277101,86
155,0.177,0.2,0.282816229117,86
156,0.176,0.2,0.296547565204,86
157,0.175,0.2,0.290903632543,86
158,0.174,0.2,0.297525648763,86
159,0.173,0.2,0.287425149701,86
160,0.172,0.2,0.279381136566,86
161,0.171,0.2,0.27843020663,86
162,0.17,0.2,0.275964391691,86
163,0.169,0.2,0.272189349112,86
164,0.168,0.2,0.275396707697,86
165,0.167,0.2,0.276153732008,86
166,0.166,0.2,0.260997067449,86
167,0.165,0.2,0.261181991494,86
168,0.164,0.2,0.249636733508,86
169,0.163,0.2,0.241339491917,86
170,0.162,0.2,0.240802193046,86
171,0.161,0.2,0.244392996672,86
172,0.16,0.2,0.233859397418,86
173,0.159,0.2,0.224025049815,86
174,0.158,0.2,0.230329041488,86
175,0.157,0.2,0.235099813299,86
176,0.156,0.2,0.230857306426,86
177,0.155,0.2,0.232444826598,86
178,0.154,0.2,0.2313860252,86
179,0.153,0.2,0.225944404847,86
180,0.152,0.2,0.225594983611,86
181,0.151,0.2,0.221243964783,86
182,0.15,0.2,0.223850860965,86
183,0.149,0.2,0.222111695325,86
184,0.148,0.2,0.22089721749,86
185,0.147,0.2,0.216923730013,86
186,0.146,0.2,0.221590909091,86
187,0.145,0.2,0.218130311615,86
188,0.144,0.2,0.218302875761,86
189,0.143,0.2,0.213318284424,86
190,0.142,0.2,0.217785329935,86
191,0.141,0.2,0.215032495055,86
192,0.14,0.2,0.219512195122,86
193,0.139,0.2,0.222632925789,86
